filename_base,method,chunk_id,chunk_path,char_len,word_len,paragraph_idx
1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes,paragraphs,1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes-p-0001,chunks_paragraphs/1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes/chunk_0001.txt,1986,271,1
1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes,paragraphs,1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes-p-0002,chunks_paragraphs/1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes/chunk_0002.txt,919,122,2
1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes,paragraphs,1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes-p-0003,chunks_paragraphs/1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes/chunk_0003.txt,1910,283,3
1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes,paragraphs,1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes-p-0004,chunks_paragraphs/1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes/chunk_0004.txt,1884,260,4
1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes,paragraphs,1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes-p-0005,chunks_paragraphs/1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes/chunk_0005.txt,1977,268,5
1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes,paragraphs,1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes-p-0006,chunks_paragraphs/1_Semana_AI_20250807_2_ FernandoDanielBrenesReyes_AgentesInteligentes/chunk_0006.txt,168,22,6
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0001,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0001.txt,1802,262,1
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0002,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0002.txt,595,91,2
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0003,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0003.txt,1847,283,3
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0004,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0004.txt,797,118,4
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0005,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0005.txt,1964,313,5
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0006,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0006.txt,1129,186,6
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0007,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0007.txt,1994,305,7
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0008,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0008.txt,1029,154,8
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0009,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0009.txt,1893,280,9
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0010,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0010.txt,268,36,10
2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline,paragraphs,2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline-p-0011,chunks_paragraphs/2_Semana_AI_20250812_1_PriscillaJimenezSalgado_MachineLearningTiposYPipeline/chunk_0011.txt,1030,151,11
2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje,paragraphs,2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje-p-0001,chunks_paragraphs/2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje/chunk_0001.txt,1950,301,1
2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje,paragraphs,2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje-p-0002,chunks_paragraphs/2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje/chunk_0002.txt,1398,226,2
2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje,paragraphs,2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje-p-0003,chunks_paragraphs/2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje/chunk_0003.txt,1684,271,3
2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje,paragraphs,2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje-p-0004,chunks_paragraphs/2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje/chunk_0004.txt,1925,316,4
2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje,paragraphs,2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje-p-0005,chunks_paragraphs/2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje/chunk_0005.txt,1277,200,5
2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje,paragraphs,2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje-p-0006,chunks_paragraphs/2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje/chunk_0006.txt,1970,334,6
2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje,paragraphs,2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje-p-0007,chunks_paragraphs/2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje/chunk_0007.txt,1523,247,7
2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje,paragraphs,2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje-p-0008,chunks_paragraphs/2_Semana_AI_20250812_3_LuisAlfredoGonzalezSanchez_ModelosYTiposAprendizaje/chunk_0008.txt,1159,197,8
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0001,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0001.txt,1989,310,1
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0002,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0002.txt,1947,286,2
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0003,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0003.txt,444,58,3
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0004,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0004.txt,1754,259,4
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0005,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0005.txt,1806,261,5
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0006,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0006.txt,542,82,6
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0007,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0007.txt,1988,321,7
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0008,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0008.txt,1125,190,8
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0009,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0009.txt,1741,305,9
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0010,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0010.txt,1678,268,10
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0011,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0011.txt,1575,282,11
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0012,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0012.txt,837,142,12
2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch,paragraphs,2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch-p-0013,chunks_paragraphs/2_Semana_AI_20250814_1_KendallRodrıguezCamacho_AlgebraLinealPyTorch/chunk_0013.txt,1220,178,13
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0001,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0001.txt,1582,231,1
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0002,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0002.txt,1478,222,2
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0003,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0003.txt,1302,195,3
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0004,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0004.txt,1951,320,4
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0005,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0005.txt,698,107,5
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0006,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0006.txt,1899,294,6
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0007,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0007.txt,1439,220,7
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0008,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0008.txt,1930,285,8
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0009,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0009.txt,931,172,9
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0010,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0010.txt,1925,327,10
2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores,paragraphs,2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores-p-0011,chunks_paragraphs/2_Semana_AI_20250814_2_JosePabloQuesadaRodrıguez_MLOpsYTensores/chunk_0011.txt,718,113,11
3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado-p-0001,chunks_paragraphs/3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado/chunk_0001.txt,1987,282,1
3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado-p-0002,chunks_paragraphs/3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado/chunk_0002.txt,1397,241,2
3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado-p-0003,chunks_paragraphs/3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado/chunk_0003.txt,1605,267,3
3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado-p-0004,chunks_paragraphs/3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado/chunk_0004.txt,430,79,4
3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado-p-0005,chunks_paragraphs/3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado/chunk_0005.txt,1937,337,5
3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado-p-0006,chunks_paragraphs/3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado/chunk_0006.txt,509,84,6
3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado-p-0007,chunks_paragraphs/3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado/chunk_0007.txt,1967,308,7
3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado-p-0008,chunks_paragraphs/3_Semana_AI_20250819_1_JavierRojasRojas_VectoresYAprendizajeSupervisado/chunk_0008.txt,478,64,8
3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado-p-0001,chunks_paragraphs/3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado/chunk_0001.txt,1945,305,1
3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado-p-0002,chunks_paragraphs/3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado/chunk_0002.txt,1229,206,2
3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado-p-0003,chunks_paragraphs/3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado/chunk_0003.txt,1969,329,3
3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado-p-0004,chunks_paragraphs/3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado/chunk_0004.txt,572,98,4
3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado-p-0005,chunks_paragraphs/3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado/chunk_0005.txt,1949,298,5
3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado,paragraphs,3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado-p-0006,chunks_paragraphs/3_Semana_AI_20250819_2_MarianaQuesadaSanchez_AlgebraLinealYAprendizajeSupervisado/chunk_0006.txt,776,105,6
3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial,paragraphs,3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial-p-0001,chunks_paragraphs/3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial/chunk_0001.txt,1899,264,1
3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial,paragraphs,3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial-p-0002,chunks_paragraphs/3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial/chunk_0002.txt,1972,309,2
3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial,paragraphs,3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial-p-0003,chunks_paragraphs/3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial/chunk_0003.txt,76,13,3
3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial,paragraphs,3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial-p-0004,chunks_paragraphs/3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial/chunk_0004.txt,1938,289,4
3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial,paragraphs,3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial-p-0005,chunks_paragraphs/3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial/chunk_0005.txt,663,95,5
3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial,paragraphs,3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial-p-0006,chunks_paragraphs/3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial/chunk_0006.txt,1930,273,6
3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial,paragraphs,3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial-p-0007,chunks_paragraphs/3_Semana_AI_20250821_1_JulioVarelaVenegas_AlgebraLinealYProgramacionVectorial/chunk_0007.txt,835,127,7
4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente,paragraphs,4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente-p-0001,chunks_paragraphs/4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente/chunk_0001.txt,1832,313,1
4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente,paragraphs,4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente-p-0002,chunks_paragraphs/4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente/chunk_0002.txt,1163,181,2
4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente,paragraphs,4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente-p-0003,chunks_paragraphs/4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente/chunk_0003.txt,1991,344,3
4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente,paragraphs,4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente-p-0004,chunks_paragraphs/4_Semana_AI_20250826_1_AndresSanchezRojas_KNNRegresionLinealGradiente/chunk_0004.txt,360,62,4
4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal,paragraphs,4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal-p-0001,chunks_paragraphs/4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal/chunk_0001.txt,1975,309,1
4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal,paragraphs,4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal-p-0002,chunks_paragraphs/4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal/chunk_0002.txt,150,22,2
4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal,paragraphs,4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal-p-0003,chunks_paragraphs/4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal/chunk_0003.txt,1605,263,3
4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal,paragraphs,4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal-p-0004,chunks_paragraphs/4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal/chunk_0004.txt,1816,305,4
4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal,paragraphs,4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal-p-0005,chunks_paragraphs/4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal/chunk_0005.txt,881,140,5
4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal,paragraphs,4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal-p-0006,chunks_paragraphs/4_Semana_AI_20250826_2_LuisFelipeCalderonPerez_KNNRegresionLineal/chunk_0006.txt,151,25,6
4_Semana_AI_20250828_1_JuanDiegoJimenezValverde_MSEDescensoGradiente,paragraphs,4_Semana_AI_20250828_1_JuanDiegoJimenezValverde_MSEDescensoGradiente-p-0001,chunks_paragraphs/4_Semana_AI_20250828_1_JuanDiegoJimenezValverde_MSEDescensoGradiente/chunk_0001.txt,1971,291,1
4_Semana_AI_20250828_1_JuanDiegoJimenezValverde_MSEDescensoGradiente,paragraphs,4_Semana_AI_20250828_1_JuanDiegoJimenezValverde_MSEDescensoGradiente-p-0002,chunks_paragraphs/4_Semana_AI_20250828_1_JuanDiegoJimenezValverde_MSEDescensoGradiente/chunk_0002.txt,1923,272,2
